song,artist,uri,features_danceability,features_energy,features_key,features_loudness,features_mode,features_speechiness,features_acousticness,features_instrumentalness,features_liveness,features_valence,features_tempo,features_type,features_id,features_uri,features_track_href,features_analysis_url,features_duration_ms,features_time_signature
Mine,YSB Tril,spotify:track:6vYw1tk49zggsvTmJK6l8U,0.912,0.498,11,-8.091,0,0.347,0.0774,1.78e-05,0.347,0.815,103.023,audio_features,6vYw1tk49zggsvTmJK6l8U,spotify:track:6vYw1tk49zggsvTmJK6l8U,https://api.spotify.com/v1/tracks/6vYw1tk49zggsvTmJK6l8U,https://api.spotify.com/v1/audio-analysis/6vYw1tk49zggsvTmJK6l8U,131657,4
Find Me (Marco Polo) [feat. Hush],Gromo,spotify:track:2cHsXhzex6sDnSIQ35IwlU,0.698,0.533,8,-8.847,1,0.0858,0.148,4.61e-05,0.104,0.496,75.971,audio_features,2cHsXhzex6sDnSIQ35IwlU,spotify:track:2cHsXhzex6sDnSIQ35IwlU,https://api.spotify.com/v1/tracks/2cHsXhzex6sDnSIQ35IwlU,https://api.spotify.com/v1/audio-analysis/2cHsXhzex6sDnSIQ35IwlU,192632,4
Slip & Slide (feat. 1TakeJay),Blxst,spotify:track:6dKWdMWAKpWKBfFVHzzyHY,0.865,0.603,0,-5.413,0,0.276,0.699,0.000155,0.111,0.529,103.983,audio_features,6dKWdMWAKpWKBfFVHzzyHY,spotify:track:6dKWdMWAKpWKBfFVHzzyHY,https://api.spotify.com/v1/tracks/6dKWdMWAKpWKBfFVHzzyHY,https://api.spotify.com/v1/audio-analysis/6dKWdMWAKpWKBfFVHzzyHY,138462,4
Said Sum (feat. City Girls & DaBaby) - Remix,Moneybagg Yo,spotify:track:7HbnX1fxCAoPa7nRVFSEFW,0.913,0.625,10,-6.901,0,0.334,0.0168,0,0.125,0.298,126.915,audio_features,7HbnX1fxCAoPa7nRVFSEFW,spotify:track:7HbnX1fxCAoPa7nRVFSEFW,https://api.spotify.com/v1/tracks/7HbnX1fxCAoPa7nRVFSEFW,https://api.spotify.com/v1/audio-analysis/7HbnX1fxCAoPa7nRVFSEFW,177704,4
Spicy (feat. Post Malone),Ty Dolla $ign,spotify:track:5nWVyZaCwtfAkBnwDuXjBh,0.784,0.496,7,-5.746,1,0.0435,0.14,0,0.113,0.132,100.002,audio_features,5nWVyZaCwtfAkBnwDuXjBh,spotify:track:5nWVyZaCwtfAkBnwDuXjBh,https://api.spotify.com/v1/tracks/5nWVyZaCwtfAkBnwDuXjBh,https://api.spotify.com/v1/audio-analysis/5nWVyZaCwtfAkBnwDuXjBh,144028,4
Her,WPN,spotify:track:5IRVuqjyrZuD2jQUSpna3a,0.673,0.664,2,-4.947,1,0.115,0.547,0.00151,0.1,0.314,91.373,audio_features,5IRVuqjyrZuD2jQUSpna3a,spotify:track:5IRVuqjyrZuD2jQUSpna3a,https://api.spotify.com/v1/tracks/5IRVuqjyrZuD2jQUSpna3a,https://api.spotify.com/v1/audio-analysis/5IRVuqjyrZuD2jQUSpna3a,147749,4
Grey Area,2 Chainz,spotify:track:6jzW19SQaLj1kLArvipGQZ,0.897,0.767,11,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.913,audio_features,6jzW19SQaLj1kLArvipGQZ,spotify:track:6jzW19SQaLj1kLArvipGQZ,https://api.spotify.com/v1/tracks/6jzW19SQaLj1kLArvipGQZ,https://api.spotify.com/v1/audio-analysis/6jzW19SQaLj1kLArvipGQZ,171838,4
Blood On My Denim,A Boogie Wit da Hoodie,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,0.842,0.52,7,-6.51,1,0.122,0.386,0,0.115,0.482,109.008,audio_features,0LHWHUcUYhFAUkCt2q4Gad,spotify:track:0LHWHUcUYhFAUkCt2q4Gad,https://api.spotify.com/v1/tracks/0LHWHUcUYhFAUkCt2q4Gad,https://api.spotify.com/v1/audio-analysis/0LHWHUcUYhFAUkCt2q4Gad,196619,4
L'étrangère - Bonus Track,Jok'air,spotify:track:7eFCIQkZTUbKmdawmB51he,0.715,0.569,1,-7.369,0,0.359,0.0985,0,0.13,0.455,133.978,audio_features,7eFCIQkZTUbKmdawmB51he,spotify:track:7eFCIQkZTUbKmdawmB51he,https://api.spotify.com/v1/tracks/7eFCIQkZTUbKmdawmB51he,https://api.spotify.com/v1/audio-analysis/7eFCIQkZTUbKmdawmB51he,274000,4
Squale (feat. Chich),Jok'air,spotify:track:7DdyIz0ujbWhkCHtgvCiBh,0.703,0.495,6,-6.356,1,0.0584,0.252,0,0.124,0.449,117.068,audio_features,7DdyIz0ujbWhkCHtgvCiBh,spotify:track:7DdyIz0ujbWhkCHtgvCiBh,https://api.spotify.com/v1/tracks/7DdyIz0ujbWhkCHtgvCiBh,https://api.spotify.com/v1/audio-analysis/7DdyIz0ujbWhkCHtgvCiBh,234373,4
Millions d'euros,Landy,spotify:track:6OYRUnXFnD7nbtLQvRidh7,0.611,0.603,6,-7.819,0,0.428,0.498,0,0.0657,0.397,119.559,audio_features,6OYRUnXFnD7nbtLQvRidh7,spotify:track:6OYRUnXFnD7nbtLQvRidh7,https://api.spotify.com/v1/tracks/6OYRUnXFnD7nbtLQvRidh7,https://api.spotify.com/v1/audio-analysis/6OYRUnXFnD7nbtLQvRidh7,159133,5
Filon,Landy,spotify:track:0SFVM9oWSLiRNYQJ5Cri5C,0.817,0.569,6,-7.263,0,0.0505,0.327,0,0.126,0.694,125.021,audio_features,0SFVM9oWSLiRNYQJ5Cri5C,spotify:track:0SFVM9oWSLiRNYQJ5Cri5C,https://api.spotify.com/v1/tracks/0SFVM9oWSLiRNYQJ5Cri5C,https://api.spotify.com/v1/audio-analysis/0SFVM9oWSLiRNYQJ5Cri5C,183637,4
Bad Boy,Landy,spotify:track:6IbOaypphyxm40ZkmfBoY3,0.726,0.71,7,-5.985,0,0.176,0.205,0,0.273,0.397,160.868,audio_features,6IbOaypphyxm40ZkmfBoY3,spotify:track:6IbOaypphyxm40ZkmfBoY3,https://api.spotify.com/v1/tracks/6IbOaypphyxm40ZkmfBoY3,https://api.spotify.com/v1/audio-analysis/6IbOaypphyxm40ZkmfBoY3,180093,4
Coño,Puri,spotify:track:7tXCV0UwFwBxqum6i25you,0.847,0.573,0,-6.032,1,0.253,0.00739,0.0149,0.0845,0.332,99.919,audio_features,7tXCV0UwFwBxqum6i25you,spotify:track:7tXCV0UwFwBxqum6i25you,https://api.spotify.com/v1/tracks/7tXCV0UwFwBxqum6i25you,https://api.spotify.com/v1/audio-analysis/7tXCV0UwFwBxqum6i25you,137595,4
Miss Fatty,Million Stylez,spotify:track:3tnCrP8UtF8wnsTx2qorND,0.943,0.479,2,-6.172,1,0.289,0.0986,0,0.155,0.921,109.3,audio_features,3tnCrP8UtF8wnsTx2qorND,spotify:track:3tnCrP8UtF8wnsTx2qorND,https://api.spotify.com/v1/tracks/3tnCrP8UtF8wnsTx2qorND,https://api.spotify.com/v1/audio-analysis/3tnCrP8UtF8wnsTx2qorND,238190,3
Nuttin Nuh Go So,Notch,spotify:track:2eKcAEvYtwcuK4zFcYdtX3,0.751,0.837,1,-3.892,1,0.108,0.183,0,0.217,0.752,98.016,audio_features,2eKcAEvYtwcuK4zFcYdtX3,spotify:track:2eKcAEvYtwcuK4zFcYdtX3,https://api.spotify.com/v1/tracks/2eKcAEvYtwcuK4zFcYdtX3,https://api.spotify.com/v1/audio-analysis/2eKcAEvYtwcuK4zFcYdtX3,242560,4
"My Neck, My Back (Lick It)",Khia,spotify:track:5r29mFrurlVBbqJzjr2XW6,0.859,0.625,9,-4.234,0,0.13,0.0296,0,0.0537,0.71,102.072,audio_features,5r29mFrurlVBbqJzjr2XW6,spotify:track:5r29mFrurlVBbqJzjr2XW6,https://api.spotify.com/v1/tracks/5r29mFrurlVBbqJzjr2XW6,https://api.spotify.com/v1/audio-analysis/5r29mFrurlVBbqJzjr2XW6,222560,4
Fiesta,S.Pri Noir,spotify:track:6cEwNbwndrUR22qOdFhofs,0.77,0.712,8,-5.809,1,0.127,0.587,0,0.149,0.691,142.943,audio_features,6cEwNbwndrUR22qOdFhofs,spotify:track:6cEwNbwndrUR22qOdFhofs,https://api.spotify.com/v1/tracks/6cEwNbwndrUR22qOdFhofs,https://api.spotify.com/v1/audio-analysis/6cEwNbwndrUR22qOdFhofs,155309,4
Marche,Kool Shen,spotify:track:2BIZLml6TRIrALbn0uGHr3,0.469,0.892,4,-5.641,0,0.317,0.0776,0,0.382,0.491,88.976,audio_features,2BIZLml6TRIrALbn0uGHr3,spotify:track:2BIZLml6TRIrALbn0uGHr3,https://api.spotify.com/v1/tracks/2BIZLml6TRIrALbn0uGHr3,https://api.spotify.com/v1/audio-analysis/2BIZLml6TRIrALbn0uGHr3,399761,4
Regarde moi,Alonzo,spotify:track:3CH93q2fgzSNDsOnVX9cFH,0.766,0.499,7,-7.923,1,0.0453,0.479,3.79e-05,0.112,0.274,119.992,audio_features,3CH93q2fgzSNDsOnVX9cFH,spotify:track:3CH93q2fgzSNDsOnVX9cFH,https://api.spotify.com/v1/tracks/3CH93q2fgzSNDsOnVX9cFH,https://api.spotify.com/v1/audio-analysis/3CH93q2fgzSNDsOnVX9cFH,224640,4
1ère fois,Imen Es,spotify:track:1PA1LTNLAJrbJPWPxEFQvD,0.625,0.596,6,-8.431,0,0.189,0.196,0,0.121,0.78,78.175,audio_features,1PA1LTNLAJrbJPWPxEFQvD,spotify:track:1PA1LTNLAJrbJPWPxEFQvD,https://api.spotify.com/v1/tracks/1PA1LTNLAJrbJPWPxEFQvD,https://api.spotify.com/v1/audio-analysis/1PA1LTNLAJrbJPWPxEFQvD,175747,4
"On met les voiles - Bonus / Bande originale du film ""Pattaya""",Alonzo,spotify:track:43kMBKWLkQ7wNF4Ur7kPwG,0.688,0.897,10,-4.998,0,0.107,0.147,0,0.0956,0.461,112.09,audio_features,43kMBKWLkQ7wNF4Ur7kPwG,spotify:track:43kMBKWLkQ7wNF4Ur7kPwG,https://api.spotify.com/v1/tracks/43kMBKWLkQ7wNF4Ur7kPwG,https://api.spotify.com/v1/audio-analysis/43kMBKWLkQ7wNF4Ur7kPwG,220560,4
Listen,11:11,spotify:track:0GzzQZvhe1veE1MzlZcCWt,0.747,0.327,10,-11.972,0,0.0911,0.101,0.0262,0.115,0.193,81.958,audio_features,0GzzQZvhe1veE1MzlZcCWt,spotify:track:0GzzQZvhe1veE1MzlZcCWt,https://api.spotify.com/v1/tracks/0GzzQZvhe1veE1MzlZcCWt,https://api.spotify.com/v1/audio-analysis/0GzzQZvhe1veE1MzlZcCWt,289756,4
Grind All Night,11:11,spotify:track:6TGBS0BRwOx0VJNdub1aUo,0.68,0.485,10,-4.763,0,0.0328,0.288,0,0.172,0.312,108.954,audio_features,6TGBS0BRwOx0VJNdub1aUo,spotify:track:6TGBS0BRwOx0VJNdub1aUo,https://api.spotify.com/v1/tracks/6TGBS0BRwOx0VJNdub1aUo,https://api.spotify.com/v1/audio-analysis/6TGBS0BRwOx0VJNdub1aUo,191640,4
But en or,Kalash Criminel,spotify:track:6d1nCbLfLPLl1mTqIzqwPc,0.635,0.579,2,-7.334,1,0.417,0.186,0.000715,0.0992,0.305,96.27,audio_features,6d1nCbLfLPLl1mTqIzqwPc,spotify:track:6d1nCbLfLPLl1mTqIzqwPc,https://api.spotify.com/v1/tracks/6d1nCbLfLPLl1mTqIzqwPc,https://api.spotify.com/v1/audio-analysis/6d1nCbLfLPLl1mTqIzqwPc,179533,3
Right Now & Later On,Fabolous,spotify:track:2evPANSnumSAnFXhSiFqI8,0.937,0.756,3,-7.265,1,0.244,0.0724,0,0.0853,0.842,98.935,audio_features,2evPANSnumSAnFXhSiFqI8,spotify:track:2evPANSnumSAnFXhSiFqI8,https://api.spotify.com/v1/tracks/2evPANSnumSAnFXhSiFqI8,https://api.spotify.com/v1/audio-analysis/2evPANSnumSAnFXhSiFqI8,240173,4
You’re Mines Still (feat. Drake),Yung Bleu,spotify:track:7E2C5rBLpCKwQlhJPVFBRS,0.575,0.609,5,-4.88,0,0.121,0.317,0,0.105,0.339,83.004,audio_features,7E2C5rBLpCKwQlhJPVFBRS,spotify:track:7E2C5rBLpCKwQlhJPVFBRS,https://api.spotify.com/v1/tracks/7E2C5rBLpCKwQlhJPVFBRS,https://api.spotify.com/v1/audio-analysis/7E2C5rBLpCKwQlhJPVFBRS,226220,4
Salt Shaker,Ying Yang Twins,spotify:track:4Kd0FzFpOgIGxlBl4HXuFn,0.884,0.697,11,-6.022,1,0.128,0.0509,0,0.094,0.322,101.965,audio_features,4Kd0FzFpOgIGxlBl4HXuFn,spotify:track:4Kd0FzFpOgIGxlBl4HXuFn,https://api.spotify.com/v1/tracks/4Kd0FzFpOgIGxlBl4HXuFn,https://api.spotify.com/v1/audio-analysis/4Kd0FzFpOgIGxlBl4HXuFn,252440,4
All Gold Everything,Trinidad James,spotify:track:0pgeVJrdNok4KhbiM58ayZ,0.516,0.755,0,-8.868,0,0.351,0.0258,0,0.329,0.633,99.764,audio_features,0pgeVJrdNok4KhbiM58ayZ,spotify:track:0pgeVJrdNok4KhbiM58ayZ,https://api.spotify.com/v1/tracks/0pgeVJrdNok4KhbiM58ayZ,https://api.spotify.com/v1/audio-analysis/0pgeVJrdNok4KhbiM58ayZ,187907,4
don't judge me (feat. Santino Le Saint),benny mayne,spotify:track:3fvYkmihQtdNvXJYde9YfF,0.581,0.576,6,-7.37,1,0.248,0.0603,0,0.271,0.405,113.394,audio_features,3fvYkmihQtdNvXJYde9YfF,spotify:track:3fvYkmihQtdNvXJYde9YfF,https://api.spotify.com/v1/tracks/3fvYkmihQtdNvXJYde9YfF,https://api.spotify.com/v1/audio-analysis/3fvYkmihQtdNvXJYde9YfF,148215,5
Turn Up,Kalash Criminel,spotify:track:1Yb2mZwkVJ3G7sBxVP3t4P,0.939,0.735,2,-3.953,1,0.318,0.0635,0,0.138,0.427,120.021,audio_features,1Yb2mZwkVJ3G7sBxVP3t4P,spotify:track:1Yb2mZwkVJ3G7sBxVP3t4P,https://api.spotify.com/v1/tracks/1Yb2mZwkVJ3G7sBxVP3t4P,https://api.spotify.com/v1/audio-analysis/1Yb2mZwkVJ3G7sBxVP3t4P,210547,4
Turn Down for What,DJ Snake,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,audio_features,67awxiNHNyjMXhVgsHuIrs,spotify:track:67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/tracks/67awxiNHNyjMXhVgsHuIrs,https://api.spotify.com/v1/audio-analysis/67awxiNHNyjMXhVgsHuIrs,213733,4
Snap Yo Fingers,Lil Jon,spotify:track:6o3s08kk2fQI37vxGZDrJ1,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,audio_features,6o3s08kk2fQI37vxGZDrJ1,spotify:track:6o3s08kk2fQI37vxGZDrJ1,https://api.spotify.com/v1/tracks/6o3s08kk2fQI37vxGZDrJ1,https://api.spotify.com/v1/audio-analysis/6o3s08kk2fQI37vxGZDrJ1,274387,4
Ciel pleure,Dinos,spotify:track:7JhHPiuu5rHPT74z0JOSWN,0.848,0.532,4,-8.735,0,0.201,0.113,0,0.0858,0.556,129.907,audio_features,7JhHPiuu5rHPT74z0JOSWN,spotify:track:7JhHPiuu5rHPT74z0JOSWN,https://api.spotify.com/v1/tracks/7JhHPiuu5rHPT74z0JOSWN,https://api.spotify.com/v1/audio-analysis/7JhHPiuu5rHPT74z0JOSWN,198253,4
Love You so Much,Dabeull,spotify:track:0W8GtthWmWSQvUjgCTNOUk,0.808,0.56,4,-8.451,0,0.0383,0.238,0.0212,0.0894,0.293,136.17,audio_features,0W8GtthWmWSQvUjgCTNOUk,spotify:track:0W8GtthWmWSQvUjgCTNOUk,https://api.spotify.com/v1/tracks/0W8GtthWmWSQvUjgCTNOUk,https://api.spotify.com/v1/audio-analysis/0W8GtthWmWSQvUjgCTNOUk,217369,4
DX7 - Indastudio 10,Dabeull,spotify:track:1VNZ7LWT495ICAO4CvOaTX,0.902,0.586,1,-7.658,1,0.0741,0.445,0.002,0.0646,0.723,110.984,audio_features,1VNZ7LWT495ICAO4CvOaTX,spotify:track:1VNZ7LWT495ICAO4CvOaTX,https://api.spotify.com/v1/tracks/1VNZ7LWT495ICAO4CvOaTX,https://api.spotify.com/v1/audio-analysis/1VNZ7LWT495ICAO4CvOaTX,244762,4
TR 707,Dabeull,spotify:track:6WXsJyNs33uC2GlX4lTN3t,0.773,0.663,7,-6.752,1,0.0824,0.0301,0.158,0.0723,0.54,93.0,audio_features,6WXsJyNs33uC2GlX4lTN3t,spotify:track:6WXsJyNs33uC2GlX4lTN3t,https://api.spotify.com/v1/tracks/6WXsJyNs33uC2GlX4lTN3t,https://api.spotify.com/v1/audio-analysis/6WXsJyNs33uC2GlX4lTN3t,206074,4
New Order,Dabeull,spotify:track:69ctEZ33ya1blxK998piPv,0.657,0.744,11,-5.73,0,0.037,0.00374,0.248,0.103,0.648,113.494,audio_features,69ctEZ33ya1blxK998piPv,spotify:track:69ctEZ33ya1blxK998piPv,https://api.spotify.com/v1/tracks/69ctEZ33ya1blxK998piPv,https://api.spotify.com/v1/audio-analysis/69ctEZ33ya1blxK998piPv,215507,4
Don't Forget It,Dabeull,spotify:track:6GVrDwaAuGOida6c7eYjLl,0.838,0.69,9,-9.379,0,0.14,0.0701,0.0222,0.033,0.776,77.936,audio_features,6GVrDwaAuGOida6c7eYjLl,spotify:track:6GVrDwaAuGOida6c7eYjLl,https://api.spotify.com/v1/tracks/6GVrDwaAuGOida6c7eYjLl,https://api.spotify.com/v1/audio-analysis/6GVrDwaAuGOida6c7eYjLl,222171,4
DR. Fonk,Dabeull,spotify:track:4W7ufKYw8AUdwoJV7CvMRg,0.864,0.67,0,-6.096,1,0.119,0.331,0.00153,0.0989,0.725,110.996,audio_features,4W7ufKYw8AUdwoJV7CvMRg,spotify:track:4W7ufKYw8AUdwoJV7CvMRg,https://api.spotify.com/v1/tracks/4W7ufKYw8AUdwoJV7CvMRg,https://api.spotify.com/v1/audio-analysis/4W7ufKYw8AUdwoJV7CvMRg,255579,4
Break Your Heart - Indastudio 12,Dabeull,spotify:track:3esTvyHVGYgbZqkoeSMUiW,0.798,0.724,1,-4.007,1,0.0628,0.0824,0.00202,0.295,0.712,106.991,audio_features,3esTvyHVGYgbZqkoeSMUiW,spotify:track:3esTvyHVGYgbZqkoeSMUiW,https://api.spotify.com/v1/tracks/3esTvyHVGYgbZqkoeSMUiW,https://api.spotify.com/v1/audio-analysis/3esTvyHVGYgbZqkoeSMUiW,187129,4
Last Night,Dabeull,spotify:track:4MYW1nmS6luqgtHcqHqHYA,0.773,0.637,1,-7.397,1,0.0825,0.049,0.841,0.0435,0.748,80.02,audio_features,4MYW1nmS6luqgtHcqHqHYA,spotify:track:4MYW1nmS6luqgtHcqHqHYA,https://api.spotify.com/v1/tracks/4MYW1nmS6luqgtHcqHqHYA,https://api.spotify.com/v1/audio-analysis/4MYW1nmS6luqgtHcqHqHYA,207066,4
Mutual Attraction - Single Version,Change,spotify:track:2OfNFImF63dz0ngTValrg5,0.747,0.706,1,-5.599,1,0.0394,0.374,0.00984,0.0373,0.774,104.483,audio_features,2OfNFImF63dz0ngTValrg5,spotify:track:2OfNFImF63dz0ngTValrg5,https://api.spotify.com/v1/tracks/2OfNFImF63dz0ngTValrg5,https://api.spotify.com/v1/audio-analysis/2OfNFImF63dz0ngTValrg5,253681,4
Anomalie,Bosh,spotify:track:53hDNXyv0QsV4Fsk1bsXw7,0.711,0.665,2,-8.285,1,0.0464,0.497,0,0.541,0.655,130.009,audio_features,53hDNXyv0QsV4Fsk1bsXw7,spotify:track:53hDNXyv0QsV4Fsk1bsXw7,https://api.spotify.com/v1/tracks/53hDNXyv0QsV4Fsk1bsXw7,https://api.spotify.com/v1/audio-analysis/53hDNXyv0QsV4Fsk1bsXw7,150200,4
Maintenant,Bosh,spotify:track:0MXNFZ0fOJaDAPw8DvQkx1,0.756,0.796,5,-5.636,0,0.0979,0.185,0,0.143,0.474,150.059,audio_features,0MXNFZ0fOJaDAPw8DvQkx1,spotify:track:0MXNFZ0fOJaDAPw8DvQkx1,https://api.spotify.com/v1/tracks/0MXNFZ0fOJaDAPw8DvQkx1,https://api.spotify.com/v1/audio-analysis/0MXNFZ0fOJaDAPw8DvQkx1,162347,4
MINIMUM,SDM,spotify:track:3t1WTU95ZWX1N1Y2W8PEbd,0.512,0.642,4,-6.354,0,0.399,0.419,0,0.315,0.489,91.304,audio_features,3t1WTU95ZWX1N1Y2W8PEbd,spotify:track:3t1WTU95ZWX1N1Y2W8PEbd,https://api.spotify.com/v1/tracks/3t1WTU95ZWX1N1Y2W8PEbd,https://api.spotify.com/v1/audio-analysis/3t1WTU95ZWX1N1Y2W8PEbd,176091,3
"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,0.65,0.655,1,-3.71,0,0.405,0.25,0,0.0691,0.735,94.059,audio_features,78SeXVRJ7KCqVmOwTiFjnI,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/tracks/78SeXVRJ7KCqVmOwTiFjnI,https://api.spotify.com/v1/audio-analysis/78SeXVRJ7KCqVmOwTiFjnI,171215,4
NOVEMBRE,Ashh,spotify:track:5y7oddUiEGaLdfyfPFyFXz,0.62,0.73,0,-6.717,0,0.0529,0.158,3.17e-05,0.107,0.305,93.028,audio_features,5y7oddUiEGaLdfyfPFyFXz,spotify:track:5y7oddUiEGaLdfyfPFyFXz,https://api.spotify.com/v1/tracks/5y7oddUiEGaLdfyfPFyFXz,https://api.spotify.com/v1/audio-analysis/5y7oddUiEGaLdfyfPFyFXz,181159,4
My Emotions,Blxst,spotify:track:5U2UT25lVVeObiDLzyg6ZZ,0.698,0.385,1,-6.874,0,0.14,0.271,1.4e-05,0.246,0.226,95.143,audio_features,5U2UT25lVVeObiDLzyg6ZZ,spotify:track:5U2UT25lVVeObiDLzyg6ZZ,https://api.spotify.com/v1/tracks/5U2UT25lVVeObiDLzyg6ZZ,https://api.spotify.com/v1/audio-analysis/5U2UT25lVVeObiDLzyg6ZZ,166737,4
JITVB (feat. Tigers),Bosh,spotify:track:4Gda7hxyU3doB5VV9rLUlP,0.799,0.763,2,-5.779,1,0.0909,0.141,0,0.0736,0.443,101.284,audio_features,4Gda7hxyU3doB5VV9rLUlP,spotify:track:4Gda7hxyU3doB5VV9rLUlP,https://api.spotify.com/v1/tracks/4Gda7hxyU3doB5VV9rLUlP,https://api.spotify.com/v1/audio-analysis/4Gda7hxyU3doB5VV9rLUlP,200067,3
Green Light (feat. André 3000),John Legend,spotify:track:72by3Re4C3eVEBXvsUo0zV,0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,audio_features,72by3Re4C3eVEBXvsUo0zV,spotify:track:72by3Re4C3eVEBXvsUo0zV,https://api.spotify.com/v1/tracks/72by3Re4C3eVEBXvsUo0zV,https://api.spotify.com/v1/audio-analysis/72by3Re4C3eVEBXvsUo0zV,284187,4
All of Me,John Legend,spotify:track:3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
Moins un,Dinos,spotify:track:7xISE22N518t5HLsibFvEC,0.918,0.399,1,-8.795,1,0.37,0.19,0,0.0751,0.483,109.031,audio_features,7xISE22N518t5HLsibFvEC,spotify:track:7xISE22N518t5HLsibFvEC,https://api.spotify.com/v1/tracks/7xISE22N518t5HLsibFvEC,https://api.spotify.com/v1/audio-analysis/7xISE22N518t5HLsibFvEC,203453,4
Wu Wu,Sen Senra,spotify:track:1RCTlsE4iiRwHHq1VE4XrG,0.658,0.491,4,-5.178,0,0.0638,0.399,0,0.134,0.408,109.98,audio_features,1RCTlsE4iiRwHHq1VE4XrG,spotify:track:1RCTlsE4iiRwHHq1VE4XrG,https://api.spotify.com/v1/tracks/1RCTlsE4iiRwHHq1VE4XrG,https://api.spotify.com/v1/audio-analysis/1RCTlsE4iiRwHHq1VE4XrG,207727,5
Give In to Me,Michael Jackson,spotify:track:1euDTbMNRPNfKd8zZz4zTT,0.502,0.855,4,-3.27,0,0.0305,0.152,0.000488,0.106,0.337,86.968,audio_features,1euDTbMNRPNfKd8zZz4zTT,spotify:track:1euDTbMNRPNfKd8zZz4zTT,https://api.spotify.com/v1/tracks/1euDTbMNRPNfKd8zZz4zTT,https://api.spotify.com/v1/audio-analysis/1euDTbMNRPNfKd8zZz4zTT,328627,4
In the Closet,Michael Jackson,spotify:track:5Fy40smNxk0j5OpFMtvfaU,0.877,0.781,11,-3.775,0,0.0691,0.117,0.000746,0.149,0.606,110.494,audio_features,5Fy40smNxk0j5OpFMtvfaU,spotify:track:5Fy40smNxk0j5OpFMtvfaU,https://api.spotify.com/v1/tracks/5Fy40smNxk0j5OpFMtvfaU,https://api.spotify.com/v1/audio-analysis/5Fy40smNxk0j5OpFMtvfaU,390573,4
Haï (feat Booba),Gato,spotify:track:3XSR4WYp4BbH8SOCshJK6i,0.845,0.5,5,-8.716,1,0.0815,0.676,0,0.0912,0.412,119.916,audio_features,3XSR4WYp4BbH8SOCshJK6i,spotify:track:3XSR4WYp4BbH8SOCshJK6i,https://api.spotify.com/v1/tracks/3XSR4WYp4BbH8SOCshJK6i,https://api.spotify.com/v1/audio-analysis/3XSR4WYp4BbH8SOCshJK6i,231915,4
Voyou,Myth Syzer,spotify:track:3sq3IsSAxfFcjs2sJ7Zv7i,0.728,0.449,9,-9.858,0,0.0567,0.524,6.92e-06,0.0829,0.207,100.013,audio_features,3sq3IsSAxfFcjs2sJ7Zv7i,spotify:track:3sq3IsSAxfFcjs2sJ7Zv7i,https://api.spotify.com/v1/tracks/3sq3IsSAxfFcjs2sJ7Zv7i,https://api.spotify.com/v1/audio-analysis/3sq3IsSAxfFcjs2sJ7Zv7i,238760,4
Devotion,Tone Stith,spotify:track:2b3y7M0vz0oqP5AwGguTV7,0.593,0.842,1,-3.196,1,0.0347,0.027,0,0.175,0.608,105.028,audio_features,2b3y7M0vz0oqP5AwGguTV7,spotify:track:2b3y7M0vz0oqP5AwGguTV7,https://api.spotify.com/v1/tracks/2b3y7M0vz0oqP5AwGguTV7,https://api.spotify.com/v1/audio-analysis/2b3y7M0vz0oqP5AwGguTV7,249494,4
Im Workin (feat. Jorja Smith),Giggs,spotify:track:4cqjB1MFbHYmCzN6ENAbOV,0.624,0.669,8,-7.577,0,0.547,0.232,4.79e-06,0.111,0.72,160.776,audio_features,4cqjB1MFbHYmCzN6ENAbOV,spotify:track:4cqjB1MFbHYmCzN6ENAbOV,https://api.spotify.com/v1/tracks/4cqjB1MFbHYmCzN6ENAbOV,https://api.spotify.com/v1/audio-analysis/4cqjB1MFbHYmCzN6ENAbOV,319759,4
Helpless,Rhye,spotify:track:7hyFz1ms1XEHbE2KqUbUQ8,0.68,0.336,6,-11.43,1,0.0754,0.843,0.00639,0.135,0.394,87.994,audio_features,7hyFz1ms1XEHbE2KqUbUQ8,spotify:track:7hyFz1ms1XEHbE2KqUbUQ8,https://api.spotify.com/v1/tracks/7hyFz1ms1XEHbE2KqUbUQ8,https://api.spotify.com/v1/audio-analysis/7hyFz1ms1XEHbE2KqUbUQ8,221053,4
